Stocks,Max,Min,Mean,STD
AAL,114.17955760856668,74.6421249559117,94.2764862113604,15.679164848637786
AAPL,85.10303241775222,48.660332285450394,66.43161906622916,13.200199928948575
AMZN,88.76617413756775,52.23119630641461,69.55559797838967,14.74237441048384
BAC,43.11988908046076,32.813690692336095,37.62369852424013,3.9196804560015424
F,94.57062655579993,61.135157192273,75.31482917436952,12.085055318741915
GOOG,56.216736901935306,37.15994998093815,48.347226519036916,6.783831824666381
IBM,54.655084032458205,39.00312717633531,48.460664268380704,5.390334453109107
INTC,56.05844323962994,44.856983694128225,52.412650910650555,2.119060859131453
NVDA,241.9584703924646,128.58569328612978,206.17437516054406,40.11188119935548
XOM,75.52217949998435,58.49281299352679,67.41169424485854,6.953387742277685
,91.01501938666198,,,
