Stocks,Max,Min,Mean,STD
AAL,110.12945156261434,78.16696425994652,89.28951321406439,11.881751405070633
AAPL,74.76596094559986,57.95074399308755,66.88104524627495,5.447358249428748
AMZN,72.50850699057834,46.42257962539229,59.33586418414164,10.131757230049264
BAC,47.15964350239901,1.0691042967891318,37.132875167178085,6.5802306653857014
F,90.68396226415094,60.43793447279843,71.32580437757983,12.635656439753355
GOOG,59.61805448122651,41.6231338971127,49.159526343232706,6.120332331480784
IBM,57.01239866949817,34.5155269316204,46.22711711680372,7.802996390924116
INTC,56.05844323962994,47.013068628085655,52.164861100640564,3.0487116112571075
NVDA,209.72804389450434,156.14730698759027,198.10136442412937,21.035378367167965
XOM,75.28314367540992,39.415372019487926,53.940546642959475,13.87996304850327
,85.29476092256114,,,
