Date;Open;High;Low;Close;Adj Close;Volume
22/01/1999;0.4375;0.488281;0.388021;0.410156;0.376288;271468800
25/01/1999;0.442708;0.458333;0.410156;0.453125;0.415709;51048000
26/01/1999;0.458333;0.467448;0.411458;0.417969;0.383456;34320000
27/01/1999;0.419271;0.429688;0.395833;0.416667;0.382261;24436800
28/01/1999;0.416667;0.419271;0.41276;0.415365;0.381067;22752000
29/01/1999;0.415365;0.416667;0.395833;0.395833;0.363147;24403200
01/02/1999;0.395833;0.40625;0.395833;0.403646;0.370315;15470400
02/02/1999;0.395833;0.40625;0.360677;0.372396;0.341646;26409600
03/02/1999;0.367188;0.385417;0.364583;0.380208;0.348813;7512000
04/02/1999;0.385417;0.411458;0.380208;0.401042;0.367926;18192000
05/02/1999;0.407552;0.416667;0.397135;0.41276;0.378677;13684800
08/02/1999;0.415365;0.416667;0.398438;0.398438;0.365537;15408000
09/02/1999;0.40625;0.408854;0.377604;0.382813;0.351202;8697600
10/02/1999;0.382813;0.393229;0.372396;0.378906;0.347618;14822400
11/02/1999;0.380208;0.427083;0.380208;0.411458;0.377482;13224000
12/02/1999;0.416667;0.4375;0.416667;0.434896;0.398985;10972800
16/02/1999;0.442708;0.460938;0.393229;0.4375;0.401374;21100800
17/02/1999;0.427083;0.432292;0.40625;0.414063;0.379872;6772800
18/02/1999;0.427083;0.432292;0.408854;0.420573;0.385845;7070400
19/02/1999;0.416667;0.442708;0.411458;0.434896;0.398985;7536000
22/02/1999;0.442708;0.447917;0.414063;0.4375;0.401374;20524800
23/02/1999;0.447917;0.467448;0.421875;0.458333;0.420487;13809600
24/02/1999;0.526042;0.546875;0.483073;0.494792;0.453935;61276800
25/02/1999;0.515625;0.53125;0.471354;0.479167;0.4396;14913600
26/02/1999;0.484375;0.5;0.453125;0.457031;0.419292;17260800
01/03/1999;0.46875;0.479167;0.4375;0.459635;0.421681;9216000
02/03/1999;0.458333;0.460938;0.447917;0.455729;0.418098;5524800
03/03/1999;0.458333;0.458333;0.421875;0.424479;0.389428;6139200
04/03/1999;0.445313;0.447917;0.411458;0.415365;0.381067;5736000
05/03/1999;0.419271;0.440104;0.419271;0.438802;0.402568;7876800
08/03/1999;0.427083;0.458333;0.419271;0.445313;0.408542;7588800
09/03/1999;0.44401;0.466146;0.44401;0.459635;0.421681;14318400
10/03/1999;0.466146;0.466146;0.445313;0.451823;0.414514;23534400
11/03/1999;0.44401;0.451823;0.432292;0.432292;0.396596;5428800
12/03/1999;0.434896;0.434896;0.416667;0.424479;0.389428;9076800
15/03/1999;0.434896;0.447917;0.432292;0.442708;0.406152;10881600
16/03/1999;0.445313;0.450521;0.424479;0.428385;0.393011;7915200
17/03/1999;0.432292;0.440104;0.420573;0.43099;0.395402;5136000
18/03/1999;0.432292;0.442708;0.421875;0.436198;0.400179;4632000
19/03/1999;0.434896;0.450521;0.434896;0.4375;0.401374;10531200
22/03/1999;0.446615;0.447917;0.424479;0.424479;0.389428;3667200
23/03/1999;0.427083;0.427083;0.390625;0.398438;0.365537;16396800
24/03/1999;0.395833;0.398438;0.380208;0.395833;0.363147;6086400
25/03/1999;0.394531;0.416667;0.393229;0.401042;0.367926;4032000
26/03/1999;0.40625;0.4375;0.40625;0.436198;0.400179;8827200
29/03/1999;0.449219;0.459635;0.441406;0.449219;0.412125;6595200
30/03/1999;0.450521;0.454427;0.408854;0.411458;0.377482;6950400
31/03/1999;0.424479;0.445313;0.404948;0.440104;0.403763;15360000
01/04/1999;0.440104;0.442708;0.419271;0.427083;0.391817;3043200
05/04/1999;0.421875;0.432292;0.411458;0.414063;0.379872;9864000
06/04/1999;0.417969;0.419271;0.395833;0.403646;0.370315;6969600
07/04/1999;0.40625;0.440104;0.403646;0.4375;0.401374;8928000
08/04/1999;0.440104;0.458333;0.434896;0.445313;0.408542;13012800
09/04/1999;0.447917;0.447917;0.434896;0.4375;0.401374;4862400
12/04/1999;0.432292;0.432292;0.411458;0.419271;0.38465;3331200
13/04/1999;0.427083;0.427083;0.395833;0.402344;0.369121;3614400
14/04/1999;0.401042;0.410156;0.390625;0.390625;0.358369;4828800
15/04/1999;0.401042;0.401042;0.390625;0.401042;0.367926;3585600
16/04/1999;0.398438;0.420573;0.398438;0.414063;0.379872;3892800
19/04/1999;0.419271;0.419271;0.390625;0.395833;0.363147;3129600
20/04/1999;0.395833;0.411458;0.384115;0.388021;0.355981;6768000
21/04/1999;0.388021;0.395833;0.385417;0.394531;0.361953;3748800
22/04/1999;0.395833;0.395833;0.373698;0.377604;0.346424;22718400
23/04/1999;0.376302;0.377604;0.356771;0.359375;0.3297;12604800
26/04/1999;0.359375;0.364583;0.333333;0.341146;0.312976;12350400
27/04/1999;0.348958;0.380208;0.34375;0.377604;0.346424;22694400
28/04/1999;0.380208;0.380208;0.363281;0.375;0.344035;12009600
29/04/1999;0.376302;0.377604;0.367188;0.375;0.344035;4814400
30/04/1999;0.378906;0.395833;0.376302;0.380208;0.348813;9931200
03/05/1999;0.384115;0.384115;0.372396;0.382813;0.351202;3384000
04/05/1999;0.382813;0.382813;0.354167;0.361979;0.332089;9604800
05/05/1999;0.364583;0.369792;0.34375;0.369792;0.339257;14457600
06/05/1999;0.367188;0.375;0.351563;0.36263;0.332686;3561600
07/05/1999;0.351563;0.367188;0.351563;0.364583;0.334478;2500800
10/05/1999;0.361979;0.372396;0.361979;0.364583;0.334478;1968000
11/05/1999;0.380208;0.395833;0.372396;0.384115;0.352397;17174400
12/05/1999;0.388021;0.397135;0.382813;0.395833;0.363147;16848000
13/05/1999;0.395833;0.40625;0.394531;0.395833;0.363147;6993600
14/05/1999;0.395833;0.395833;0.369792;0.375;0.344035;2846400
17/05/1999;0.369792;0.393229;0.36849;0.393229;0.360758;3576000
18/05/1999;0.397135;0.416667;0.385417;0.411458;0.377482;15153600
19/05/1999;0.429688;0.445313;0.386719;0.393229;0.360758;45172800
20/05/1999;0.395833;0.395833;0.347656;0.361979;0.332089;17817600
21/05/1999;0.356771;0.356771;0.34375;0.354167;0.324922;30350400
24/05/1999;0.356771;0.364583;0.347656;0.352865;0.323727;16262400
25/05/1999;0.354167;0.359375;0.351563;0.355469;0.326117;13008000
26/05/1999;0.354167;0.372396;0.354167;0.354167;0.324922;10473600
27/05/1999;0.356771;0.356771;0.351563;0.351563;0.322533;8232000
28/05/1999;0.356771;0.356771;0.351563;0.355469;0.326117;8865600
01/06/1999;0.354167;0.356771;0.348958;0.356771;0.327311;9854400
02/06/1999;0.356771;0.356771;0.34375;0.34375;0.315365;13012800
03/06/1999;0.352865;0.355469;0.348958;0.352865;0.323727;4156800
04/06/1999;0.355469;0.356771;0.352865;0.355469;0.326117;7891200
07/06/1999;0.357422;0.364583;0.356771;0.359375;0.3297;12513600
08/06/1999;0.360677;0.375;0.359375;0.36849;0.338062;15331200
09/06/1999;0.369792;0.382813;0.369792;0.375;0.344035;9518400
10/06/1999;0.375;0.377604;0.372396;0.376302;0.345229;3609600
11/06/1999;0.376302;0.377604;0.355469;0.36849;0.338062;6100800
14/06/1999;0.369141;0.369792;0.351563;0.354167;0.324922;5164800
15/06/1999;0.354167;0.356771;0.348958;0.354167;0.324922;4929600
16/06/1999;0.359375;0.375;0.354167;0.364583;0.334478;6441600
17/06/1999;0.361979;0.367188;0.354167;0.354167;0.324922;7492800
18/06/1999;0.356771;0.356771;0.341146;0.341146;0.312976;15873600
21/06/1999;0.351563;0.359375;0.342122;0.359375;0.3297;8347200
22/06/1999;0.359375;0.359375;0.345052;0.352865;0.323727;19305600
23/06/1999;0.348958;0.359375;0.345052;0.359375;0.3297;21091200
24/06/1999;0.361979;0.361979;0.348958;0.351563;0.322533;11520000
25/06/1999;0.348958;0.360677;0.348958;0.356771;0.327311;7353600
28/06/1999;0.36849;0.36849;0.354167;0.361979;0.332089;10915200
29/06/1999;0.367188;0.371094;0.361979;0.365885;0.335672;9268800
30/06/1999;0.377604;0.398438;0.369792;0.398438;0.365537;26923200
01/07/1999;0.398438;0.398438;0.356771;0.377604;0.346424;8899200
02/07/1999;0.382813;0.404948;0.375;0.404948;0.37151;22488000
06/07/1999;0.408854;0.408854;0.401042;0.40625;0.372704;19809600
07/07/1999;0.408854;0.408854;0.398438;0.398438;0.365537;6312000
08/07/1999;0.401042;0.414063;0.388021;0.407552;0.373899;18604800
09/07/1999;0.40625;0.445313;0.40625;0.442057;0.405555;21172800
12/07/1999;0.46875;0.481771;0.450521;0.46224;0.424071;40104000
13/07/1999;0.467448;0.470052;0.442708;0.463542;0.425265;13886400
14/07/1999;0.463542;0.473958;0.442708;0.445313;0.408542;13795200
15/07/1999;0.449219;0.463542;0.447917;0.447917;0.410931;13704000
16/07/1999;0.455729;0.460938;0.447917;0.457031;0.419292;10387200
19/07/1999;0.458333;0.459635;0.442708;0.445313;0.408542;4363200
20/07/1999;0.445313;0.445313;0.421875;0.4375;0.401374;17875200
21/07/1999;0.432292;0.432292;0.411458;0.424479;0.389428;11208000
22/07/1999;0.421875;0.421875;0.401042;0.404948;0.37151;21326400
23/07/1999;0.403646;0.416667;0.403646;0.404948;0.37151;8025600
26/07/1999;0.415365;0.415365;0.40625;0.40625;0.372704;6052800
27/07/1999;0.40625;0.408854;0.401042;0.407552;0.373899;9859200
28/07/1999;0.40625;0.419271;0.404948;0.414063;0.379872;24422400
29/07/1999;0.40625;0.419271;0.403646;0.417969;0.383456;38880000
30/07/1999;0.417969;0.429688;0.416667;0.419271;0.38465;45230400
02/08/1999;0.419271;0.424479;0.416667;0.423177;0.388234;31334400
03/08/1999;0.423177;0.423177;0.408854;0.41276;0.378677;25521600
04/08/1999;0.415365;0.416667;0.411458;0.41276;0.378677;8995200
05/08/1999;0.41276;0.419271;0.40625;0.419271;0.38465;24057600
06/08/1999;0.417969;0.420573;0.416667;0.419271;0.38465;18398400
09/08/1999;0.420573;0.424479;0.416667;0.419271;0.38465;3105600
10/08/1999;0.421875;0.445313;0.419271;0.427083;0.391817;21206400
11/08/1999;0.434896;0.460938;0.429688;0.455729;0.418098;19771200
12/08/1999;0.458333;0.489583;0.455729;0.477865;0.438406;23961600
13/08/1999;0.473958;0.483073;0.46875;0.472656;0.433627;8467200
16/08/1999;0.476563;0.476563;0.438802;0.454427;0.416903;22344000
17/08/1999;0.455729;0.463542;0.44401;0.455729;0.418098;19353600
18/08/1999;0.450521;0.471354;0.441406;0.466146;0.427654;27988800
19/08/1999;0.498698;0.591146;0.481771;0.565104;0.518441;196699200
20/08/1999;0.566406;0.570313;0.539063;0.559896;0.513663;35308800
23/08/1999;0.552083;0.552083;0.507813;0.526042;0.482604;50798400
24/08/1999;0.518229;0.528646;0.492188;0.523438;0.480216;39806400
25/08/1999;0.52474;0.529948;0.5;0.520833;0.477826;35035200
26/08/1999;0.520833;0.528646;0.505208;0.513021;0.470659;27537600
27/08/1999;0.523438;0.5625;0.520833;0.541667;0.496939;55238400
30/08/1999;0.550781;0.561198;0.516927;0.539714;0.495147;15864000
31/08/1999;0.541667;0.588542;0.53125;0.585938;0.537555;78686400
01/09/1999;0.585938;0.585938;0.549479;0.558594;0.512468;56534400
02/09/1999;0.540365;0.554688;0.528646;0.552083;0.506495;34108800
03/09/1999;0.5625;0.570313;0.552083;0.55599;0.51008;25886400
07/09/1999;0.565104;0.565104;0.550781;0.553385;0.50769;12441600
08/09/1999;0.554688;0.558594;0.552083;0.552083;0.506495;17006400
09/09/1999;0.557292;0.561198;0.533854;0.544271;0.499328;20947200
10/09/1999;0.553385;0.559896;0.549479;0.552083;0.506495;16742400
13/09/1999;0.554688;0.554688;0.528646;0.533854;0.489772;17443200
14/09/1999;0.533854;0.533854;0.515625;0.518229;0.475437;25036800
15/09/1999;0.511719;0.528646;0.507813;0.522135;0.47902;21273600
16/09/1999;0.515625;0.520833;0.502604;0.509115;0.467075;15811200
17/09/1999;0.505859;0.510417;0.489583;0.507813;0.465881;17164800
20/09/1999;0.498698;0.505208;0.489583;0.489583;0.449156;22910400
21/09/1999;0.479167;0.481771;0.436198;0.442708;0.406152;73732800
22/09/1999;0.442708;0.455729;0.416667;0.453125;0.415709;37598400
23/09/1999;0.454427;0.455729;0.411458;0.415365;0.381067;37958400
24/09/1999;0.416667;0.427083;0.348958;0.377604;0.346424;68491200
27/09/1999;0.402344;0.408854;0.377604;0.401042;0.367926;43200000
28/09/1999;0.401693;0.442708;0.401042;0.4375;0.401374;41318400
29/09/1999;0.446615;0.463542;0.395833;0.402344;0.369121;59404800
30/09/1999;0.416667;0.429688;0.395833;0.401042;0.367926;34252800
01/10/1999;0.394531;0.408854;0.377604;0.398438;0.365537;34776000
04/10/1999;0.411458;0.41276;0.401042;0.40625;0.372704;17760000
05/10/1999;0.40625;0.447917;0.40625;0.445313;0.408542;47808000
06/10/1999;0.446615;0.520833;0.442708;0.498698;0.457518;150873600
07/10/1999;0.519531;0.519531;0.463542;0.466146;0.427654;48729600
08/10/1999;0.466146;0.503906;0.447917;0.489583;0.449156;39892800
11/10/1999;0.49349;0.494792;0.463542;0.476563;0.437211;54446400
12/10/1999;0.479167;0.484375;0.46875;0.470052;0.431238;32299200
13/10/1999;0.464844;0.464844;0.447917;0.457031;0.419292;28036800
14/10/1999;0.458333;0.458333;0.442708;0.447917;0.410931;19233600
15/10/1999;0.425781;0.447917;0.424479;0.445313;0.408542;21072000
18/10/1999;0.446615;0.446615;0.419271;0.421875;0.387039;21518400
19/10/1999;0.434896;0.434896;0.397135;0.404948;0.37151;30892800
20/10/1999;0.411458;0.424479;0.404948;0.419271;0.38465;34872000
21/10/1999;0.417969;0.438802;0.40625;0.438802;0.402568;38212800
22/10/1999;0.4375;0.46224;0.4375;0.449219;0.412125;28675200
25/10/1999;0.446615;0.453125;0.427083;0.427083;0.391817;21384000
26/10/1999;0.445313;0.484375;0.442708;0.46875;0.430043;48124800
27/10/1999;0.471354;0.473958;0.440104;0.447917;0.410931;21412800
28/10/1999;0.450521;0.458333;0.424479;0.427083;0.391817;22276800
29/10/1999;0.432292;0.46875;0.429688;0.460938;0.422876;33052800
01/11/1999;0.453125;0.507813;0.453125;0.489583;0.449156;78254400
02/11/1999;0.498698;0.523438;0.494792;0.520833;0.477826;83750400
03/11/1999;0.541667;0.585938;0.53776;0.571615;0.524414;201168000
04/11/1999;0.578125;0.623698;0.578125;0.608073;0.557862;126033600
05/11/1999;0.625;0.630208;0.559896;0.588542;0.539944;61636800
08/11/1999;0.570313;0.622396;0.552083;0.605469;0.555473;47001600
09/11/1999;0.604167;0.606771;0.572917;0.596354;0.547111;27235200
10/11/1999;0.598307;0.598958;0.579427;0.591146;0.542333;14404800
11/11/1999;0.591146;0.664063;0.578125;0.632813;0.580559;56270400
12/11/1999;0.660156;0.666667;0.622396;0.666667;0.611617;50150400
15/11/1999;0.671224;0.691406;0.643229;0.653646;0.599672;36220800
16/11/1999;0.669271;0.729167;0.666667;0.716146;0.657011;72379200
17/11/1999;0.729167;0.78125;0.71875;0.74349;0.682097;78638400
18/11/1999;0.759115;0.765625;0.739583;0.746094;0.684486;23596800
19/11/1999;0.835938;0.924479;0.833333;0.893229;0.819471;216518400
22/11/1999;0.916016;0.916667;0.838542;0.891927;0.818277;54019200
23/11/1999;0.800781;0.83724;0.791667;0.828125;0.759743;55324800
24/11/1999;0.824219;0.833333;0.740885;0.802083;0.735852;40684800
26/11/1999;0.794271;0.802083;0.770833;0.796875;0.731074;7176000
29/11/1999;0.794271;0.804688;0.75;0.768229;0.704793;29860800
30/11/1999;0.770833;0.783854;0.721354;0.721354;0.661789;31468800
01/12/1999;0.721354;0.768229;0.721354;0.757813;0.695237;22353600
02/12/1999;0.760417;0.824219;0.760417;0.813802;0.746603;30988800
03/12/1999;0.821615;0.835938;0.783854;0.794271;0.728685;34276800
06/12/1999;0.796875;0.820313;0.796875;0.816406;0.748992;17860800
07/12/1999;0.822917;0.824219;0.757813;0.789063;0.723907;18638400
08/12/1999;0.786458;0.832031;0.783854;0.824219;0.75616;20169600
09/12/1999;0.822917;0.84375;0.770833;0.799479;0.733463;21494400
10/12/1999;0.813802;0.817708;0.776042;0.790365;0.725101;9830400
13/12/1999;0.78125;0.808594;0.770833;0.78776;0.722711;18384000
14/12/1999;0.789063;0.808594;0.766927;0.77474;0.710766;27388800
15/12/1999;0.769531;0.773438;0.731771;0.75;0.68807;20596800
16/12/1999;0.753906;0.765625;0.742188;0.744792;0.683291;13257600
17/12/1999;0.765625;0.795573;0.761719;0.783854;0.719128;26208000
20/12/1999;0.785156;0.864258;0.757813;0.848958;0.778856;40243200
21/12/1999;0.848958;0.886719;0.817708;0.885417;0.812304;38836800
22/12/1999;0.888021;0.916667;0.854167;0.90625;0.831417;25118400
23/12/1999;0.907552;0.96875;0.903646;0.966146;0.886367;28022400
27/12/1999;0.986979;0.988281;0.919271;0.929688;0.85292;20241600
28/12/1999;0.929688;0.963542;0.924479;0.927083;0.85053;17918400
29/12/1999;0.92513;0.96875;0.924479;0.958333;0.8792;13214400
30/12/1999;0.958333;0.972656;0.942708;0.966146;0.886367;13977600
31/12/1999;0.964193;0.979167;0.960938;0.977865;0.897118;12734400
03/01/2000;0.984375;0.992188;0.919271;0.97526;0.894729;30091200
04/01/2000;0.958333;0.960938;0.901042;0.949219;0.870838;30048000
05/01/2000;0.921875;0.9375;0.904948;0.917969;0.842169;18835200
06/01/2000;0.917969;0.917969;0.822917;0.858073;0.787218;12048000
07/01/2000;0.854167;0.88151;0.841146;0.872396;0.800359;7118400
10/01/2000;0.875;0.9375;0.859375;0.901042;0.826639;23985600
11/01/2000;0.895833;0.90625;0.864583;0.864583;0.793191;14812800
