Stocks,Max,Min,Mean,STD
AAL,117.69675570950452,81.18625695123254,97.15576150679851,11.70560847390364
AAPL,82.70129328554847,64.2687426682442,74.46445296503583,7.913947371072946
AMZN,73.74061268271377,50.66729994505231,62.48535733069239,9.29109134048386
BAC,42.46964298262265,29.2401960315833,37.362078998147695,5.174284719385112
F,76.97857023203908,61.135157192273,67.75268421353707,5.42300723260254
GOOG,54.119607769420604,43.470111473891635,48.17119208651998,4.018361398882073
IBM,58.62364526743225,40.33069734285327,48.54389540256566,5.919112080887943
INTC,56.05844323962994,43.12764122437589,50.04900285535505,4.3270823105780885
NVDA,269.1998601796234,188.30315461197074,215.58522187393584,27.795207387718524
XOM,80.88755935324104,52.91379337068337,62.93504265443644,9.780328411453947
,91.24759907017757,,,
