Stocks,Max,Min,Mean,STD
AAL,94.35187167049695,58.55119174272993,77.25117266677499,12.502789779284093
AAPL,78.61474044963826,59.125968656773175,66.93451704895843,6.645420077138929
AMZN,60.21586363628208,43.576639150630385,51.89222091436413,5.3995548741796835
BAC,37.604661259531966,28.655010839192975,33.38965711908363,3.2856671714690484
F,66.81026961592464,49.51095337061695,61.4444885198249,6.375001475599594
GOOG,56.216736901935306,37.15994998093815,46.32288538509044,6.552142869271494
IBM,40.62689617064233,31.660619406151387,37.450745465800274,3.3527579817140922
INTC,56.05844323962994,46.158639670982936,48.78100408424782,3.7495096196284314
NVDA,241.9584703924646,92.61178453685118,191.84034523357371,51.327592007699
XOM,80.88755935324104,45.98887003972635,57.72127113428466,12.140942074220536
,81.33455126897871,,,
