Stocks,Max,Min,Mean,STD
AAL,108.26190398932845,38.29522574420494,97.98461666494791,6.4009386744672865
AAPL,83.65923997560239,67.21340413741197,74.1600873233627,6.307461547753166
AMZN,63.416438608335774,9.003783237348586,54.799112847764114,7.379388950201751
BAC,43.11988908046076,29.78018892460025,37.59543554042981,4.577659453539634
F,90.68396226415094,53.39761766226595,71.5066351006388,12.34241845592893
GOOG,52.520310516636336,40.63303684208362,47.58855830419243,4.069038211054215
IBM,58.62364526743225,39.0339762218862,45.239608673626854,7.042307782391876
INTC,56.05844323962994,42.753738204927146,50.83089312788893,4.543809468019604
NVDA,266.7137037757848,128.58569328612978,214.0497704298411,46.65895232676276
XOM,70.46152538032123,49.144594795299525,59.436350939954124,7.800973775552686
,89.35190620976827,,,
