Stocks,Max,Min,Mean,STD
AAL,113.79989780378918,48.600310572297474,101.33240065814479,6.251763889081637
AAPL,77.49864841767157,59.47542589922893,68.42155386304944,6.703811719983421
AMZN,69.86640619953116,43.576639150630385,57.41057394480663,10.650340513887013
BAC,42.17619553899382,34.17669045494063,38.470200874176335,2.9287383456700637
F,82.17813020881721,60.3541121760675,67.58077068521403,7.71964886897207
GOOG,56.216736901935306,41.6231338971127,50.038119413361535,4.965238576439781
IBM,58.62364526743225,37.29106354856585,45.28318033609968,7.21652864208188
INTC,56.23593601645509,49.91822108605906,52.09225759306624,2.168640762289308
NVDA,249.42503140838863,205.57084063905899,222.9116371996722,18.795364829309875
XOM,69.5163756263912,55.34255658185752,61.5574822946542,4.966824614335498
,87.55370033894053,,,
