Stocks,Max,Min,Mean,STD
AAL,103.6254578610334,76.55864044818252,89.7140511523572,10.970130844783341
AAPL,79.27953952392602,12.416687749834125,67.55392574116418,7.7830023675844044
AMZN,73.74061268271377,53.32970657690872,58.61321687090201,7.608907399860672
BAC,42.17619553899382,27.22975772558361,35.43996351522815,6.01085339377036
F,90.68396226415094,7.184867280119024,72.29950621736693,11.407781968711914
GOOG,54.42991087737802,35.9364670423203,46.815046932104735,6.547483665693216
IBM,57.01239866949817,38.47674088930143,47.17769613048283,6.960615266792298
INTC,60.1273573198691,42.16859700147441,50.245592584087376,6.08437821939739
NVDA,249.42503140838863,205.57084063905899,223.28208604578413,18.51147349959822
XOM,76.22829342933994,52.91379337068337,61.94141857988761,8.516228360184206
,88.67287595752917,,,
