Stocks,Max,Min,Mean,STD
AAL,121.17184782059212,62.612905807475144,99.46023626007015,16.307763388292226
AAPL,78.61474044963826,50.62684351216139,65.87367371375169,9.862684914784909
AMZN,74.93905416103874,46.72889467252146,62.12030449396235,10.35019157412273
BAC,43.11988908046076,1.0691042967891318,36.20097267284107,5.6920895801607125
F,106.44897248163063,45.83597774070886,74.47291455601392,21.42868515790079
GOOG,55.48136333099656,47.059729432329455,50.38737467259129,2.792276238401553
IBM,50.88212178988251,35.52334927545666,44.25788410237412,5.8115924939880275
INTC,60.1273573198691,46.86102981184132,53.08237154788988,4.617015505983092
NVDA,269.1998601796234,194.97466650773458,231.949655598466,23.237315515408074
XOM,75.28314367540992,58.49281299352679,66.29610014247882,6.964503290413083
,93.5268350289142,,,
