Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,121.54267856635192,2.5016879067341344,0.0,0.0
AAPL,81.61856144667509,0.4262199770266192,2.8101508853649224,0.0
AMZN,74.62815642089062,2.202847890543654,0.3807390689561302,0.0
BAC,47.53523770685237,1.4065293696395347,23.06437750779026,0.0
F,102.30816608580699,0.0,11.624203821656048,0.0
GOOG,55.48136333099656,1.0844595882063242,30.03900919408453,0.0
IBM,58.62364526743225,1.3669519935363683,6.784269962866802,0.0
INTC,60.041141405032626,0.811858124823103,6.1239960845598915,0.0
NVDA,241.9584703924646,0.0,4.468111534277401,0.0
XOM,76.929301441608,1.0627331097316757,7.172074550858267,0.0
,92.0666722064111,1.0863287960241412,9.246693261041425,0.0
