Date;Open;High;Low;Close;Adj Close;Volume;Gain;Loss;Gain_av_7days;Loss_av_7days;RS_7days;RSI_7days;Gain_av_14days;Loss_av_14days;RS_14days;RSI_14days;Gain_av_21days;Loss_av_21days;RS_21days;RSI_21days
01/06/1972;0.0;2.173495;2.149165;2.15322;0.245674;1091238;;;;;;;;;;;;;;
02/06/1972;2.15322;2.173495;2.141055;2.149165;0.245212;1174468;0.0;0.004055000000000142;;;;;;;;;;;;
05/06/1972;2.149165;2.16944;2.141055;2.149165;0.245212;5209582;0.0;0.0;;;;;;;;;;;;
06/06/1972;2.149165;2.157275;2.116725;2.124835;0.242436;1424158;0.0;0.024329999999999963;;;;;;;;;;;;
07/06/1972;2.124835;2.137;2.11267;2.11267;0.241048;675088;0.0;0.012164999999999981;;;;;;;;;;;;
08/06/1972;2.11267;2.12889;2.096449;2.096449;0.239197;1038834;0.0;0.016221000000000263;;;;;;;;;;;;
09/06/1972;2.096449;2.100504;2.043734;2.084284;0.237809;6590583;0.0;0.012164999999999981;;;;;;;;;;;;
12/06/1972;2.084284;2.108615;2.068064;2.084284;0.237809;1430323;0.0;0.0;0.0;0.009848000000000048;0.0;0.0;;;;;;;;
13/06/1972;2.084284;2.10456;2.084284;2.100504;0.239659;934026;0.016220000000000123;0.0;0.002317142857142875;0.009268714285714312;0.24999614679182006;19.999753393916308;;;;;;;;
14/06/1972;2.108615;2.15322;2.108615;2.132945;0.243361;2940794;0.03244099999999994;0.0;0.006951571428571438;0.009268714285714312;0.75000385320818;42.85726867590844;;;;;;;;
15/06/1972;2.132945;2.15322;2.12078;2.124835;0.242436;1464232;0.0;0.00810999999999984;0.006951571428571438;0.006951571428571438;1.0;50.0;;;;;;;;
16/06/1972;2.124835;2.132945;2.100504;2.132945;0.243361;752153;0.00810999999999984;0.0;0.008110142857142844;0.005213714285714298;1.5555403331871922;60.86933213247977;;;;;;;;
19/06/1972;2.132945;2.14511;2.11267;2.12078;0.241973;530206;0.0;0.012164999999999981;0.008110142857142844;0.004634285714285686;1.7500308261405748;63.63677125018225;;;;;;;;
20/06/1972;2.12078;2.141055;2.12078;2.12889;0.242898;897034;0.008110000000000284;0.0;0.009268714285714312;0.002896428571428546;3.200049321824945;76.190755789375;;;;;;;;
21/06/1972;2.12889;2.132945;2.108615;2.108615;0.240585;1612196;0.0;0.020275000000000265;0.009268714285714312;0.005792857142857155;1.6000246609124549;61.538826341398654;0.004634357142857156;0.007820428571428601;0.5925963136839407;37.20944903565466;;;;
22/06/1972;2.10456;2.10456;2.076174;2.096449;0.239197;1282359;0.0;0.012166000000000121;0.006951571428571438;0.0075308571428571724;0.9230783822748287;48.00003945668143;0.004634357142857156;0.008399785714285743;0.5517232582463836;35.55551902147107;;;;
23/06/1972;2.092394;2.092394;2.072119;2.092394;0.238734;1276193;0.0;0.004054999999999698;0.002317142857142875;0.008110142857142844;0.2857092529636637;22.221917770684215;0.004634357142857156;0.008689428571428579;0.5333327853220673;34.78258538703612;;;;
26/06/1972;2.092394;2.092394;2.076174;2.084284;0.237809;622684;0.0;0.008110000000000284;0.002317142857142875;0.008110142857142908;0.2857092529636614;22.221917770684072;0.004634357142857156;0.0075308571428571724;0.6153824265877526;38.09515421606099;;;;
27/06/1972;2.084284;2.100504;2.084284;2.100504;0.239659;878539;0.016220000000000123;0.0;0.0034757142857143437;0.008110142857142908;0.428563879445496;29.99963009087456;0.005792928571428594;0.0066619285714286025;0.8695572925043149;46.511401174527414;;;;
28/06/1972;2.100504;2.11267;2.092394;2.096449;0.239197;906282;0.0;0.004055000000000142;0.0034757142857143437;0.006951571428571501;0.4999897248309766;33.33287665602623;0.005792928571428594;0.005792928571428594;1.0;50.0;;;;
29/06/1972;2.096449;2.10456;2.088339;2.088339;0.238271;450059;0.0;0.00810999999999984;0.002317142857142875;0.008110142857142908;0.2857092529636614;22.221917770684072;0.005792928571428594;0.005503285714285726;1.0526308958284678;51.28203506863872;;;;
30/06/1972;2.076174;2.076174;2.051844;2.072119;0.236421;826135;0.0;0.016220000000000123;0.002317142857142875;0.0075308571428571724;0.30768647090067647;23.52907044214932;0.005792928571428594;0.006661857142857164;0.8695666159157684;46.51166791881493;0.0038619523809523956;0.007723904761904791;0.5;33.33333333333333
03/07/1972;2.072119;2.072119;2.051844;2.064009;0.235496;440811;0.0;0.00810999999999984;0.002317142857142875;0.006951428571428561;0.33333333333333637;25.00000000000017;0.004634357142857156;0.007241142857142867;0.6400035511363646;39.02452227575384;0.0038619523809523956;0.007917000000000016;0.4878050247508384;32.78689187331726
05/07/1972;2.064009;2.068064;2.031569;2.051844;0.234108;1396415;0.0;0.012164999999999981;0.002317142857142875;0.00811000000000003;0.2857142857142868;22.2222222222223;0.002317142857142875;0.008110071428571437;0.2857117693168125;22.22206999541048;0.0038619523809523956;0.008496285714285729;0.4545459640627286;31.250024082643975
06/07/1972;2.059954;2.096449;2.059954;2.076174;0.236884;1174468;0.024329999999999963;0.0;0.005792857142857155;0.006951428571428561;0.8333333333333364;45.454545454545546;0.004055000000000015;0.007530785714285734;0.5384564312204196;34.99978421834639;0.005020523809523823;0.0073377142857143016;0.6842081353996318;40.62491571074627
07/07/1972;2.076174;2.088339;2.051844;2.068064;0.235958;1353258;0.0;0.00810999999999984;0.0034757142857142803;0.008109999999999966;0.4285714285714297;30.000000000000057;0.003475714285714312;0.008110071428571437;0.4285676539752188;29.999815044297023;0.005020523809523823;0.007144619047619057;0.7027000006665032;41.269748070208436
10/07/1972;2.068064;2.072119;2.043734;2.043734;0.233182;527123;0.0;0.024329999999999963;0.0034757142857142803;0.011006428571428513;0.31578947368421173;24.00000000000007;0.003475714285714312;0.008979000000000006;0.3870936948117062;27.906816695915623;0.005020523809523823;0.0075307619047618995;0.666668774423636;40.000075879154934
11/07/1972;2.043734;2.059954;2.031569;2.031569;0.231794;548702;0.0;0.012164999999999981;0.0034757142857142803;0.011585714285714246;0.30000000000000054;23.07692307692311;0.0028964285714285776;0.009847928571428577;0.29411551377737205;22.72714534724055;0.005020523809523823;0.0075307619047618995;0.666668774423636;40.000075879154934
12/07/1972;2.031569;2.059954;2.015349;2.015349;0.229944;1803317;0.0;0.016220000000000123;0.0034757142857142803;0.011585714285714246;0.30000000000000054;23.07692307692311;0.0028964285714285776;0.00955828571428571;0.3030280385006285;23.255680579929617;0.005020523809523823;0.008303142857142858;0.6046534301411988;37.68124747584862
13/07/1972;2.015349;2.019404;1.991019;2.015349;0.229944;681253;0.0;0.0;0.0034757142857142803;0.010427142857142841;0.3333333333333333;25.0;0.0028964285714285776;0.008689285714285701;0.33333333333333454;25.00000000000007;0.004248142857142864;0.008303142857142858;0.5116307078214798;33.84627642017327
14/07/1972;2.015349;2.027514;2.007239;2.011294;0.229481;943273;0.0;0.004055000000000142;0.0034757142857142803;0.009268571428571435;0.37499999999999917;27.272727272727224;0.0028964285714285776;0.008689285714285733;0.3333333333333333;25.0;0.002703333333333343;0.008496238095238104;0.3181800348613681;24.137828403297803
17/07/1972;2.011294;2.027514;2.003184;2.011294;0.229481;585693;0.0;0.0;0.0;0.009268571428571435;0.0;0.0;0.0028964285714285776;0.008109999999999997;0.35714285714285804;26.315789473684262;0.002703333333333343;0.008110047619047635;0.3333313761295518;24.999889907125677
18/07/1972;2.011294;2.035624;1.978854;2.031569;0.231794;1340928;0.020275000000000265;0.0;0.0028964285714286092;0.00811000000000003;0.3571428571428605;26.31578947368439;0.0031860714285714448;0.008109999999999997;0.39285714285714496;28.205128205128318;0.003282619047619078;0.008110047619047635;0.4047595281573152;28.813438887170676
19/07/1972;2.031569;2.076174;2.027514;2.043734;0.233182;1710839;0.012164999999999981;0.0;0.00463428571428575;0.00463428571428575;1.0;50.0;0.004055000000000015;0.00782035714285713;0.5185185185185213;34.14634146341476;0.003861904761904791;0.007530761904761921;0.5128172701174891;33.89816339667132
20/07/1972;2.043734;2.051844;2.015349;2.015349;0.229944;493215;0.0;0.028385000000000105;0.00463428571428575;0.006951428571428624;0.6666666666666667;40.0;0.004055000000000015;0.009268571428571435;0.43750000000000133;30.434782608695713;0.0034757142857143016;0.008882428571428593;0.3913022500281463;28.124891627267203
21/07/1972;2.015349;2.051844;2.015349;2.043734;0.233182;604188;0.028385000000000105;0.0;0.008689285714285764;0.00463428571428575;1.8749999999999964;65.21739130434779;0.006082500000000023;0.008109999999999997;0.750000000000003;42.85714285714296;0.004827380952380974;0.007916952380952389;0.6097524299874912;37.878646345154415
24/07/1972;2.059954;2.11267;2.059954;2.100504;0.239659;1458066;0.056769999999999765;0.0;0.016799285714285732;0.00463428571428575;3.624999999999976;78.37837837837827;0.010137500000000006;0.007530714285714295;1.3461538461538454;57.37704918032785;0.007530714285714295;0.00733761904761905;1.0263157894736852;50.649350649350666
25/07/1972;2.100504;2.10456;2.084284;2.092394;0.241249;1553627;0.0;0.00810999999999984;0.016799285714285732;0.005213571428571421;3.2222222222222303;76.31578947368425;0.010137500000000006;0.007241071428571428;1.4000000000000008;58.33333333333335;0.007530714285714295;0.007530714285714295;1.0;50.0
26/07/1972;2.092394;2.092394;2.080229;2.084284;0.240314;431563;0.0;0.008110000000000284;0.016799285714285732;0.0063721428571428896;2.6363636363636256;72.49999999999991;0.008399642857142866;0.007820357142857162;1.0740740740740726;51.78571428571425;0.007530714285714295;0.007530714285714295;1.0;50.0
27/07/1972;2.084284;2.088339;2.076174;2.076174;0.239379;1109733;0.0;0.00810999999999984;0.013902857142857121;0.007530714285714295;1.846153846153841;64.8648648648648;0.008399642857142866;0.007820357142857162;1.0740740740740726;51.78571428571425;0.006758333333333337;0.007916904761904764;0.8536585365853661;46.05263157894738
28/07/1972;2.084284;2.11267;2.084284;2.096449;0.241716;1815647;0.02027499999999982;0.0;0.015061428571428528;0.007530714285714295;1.9999999999999918;66.66666666666657;0.009847857142857139;0.006082500000000023;1.6190476190476124;61.81818181818172;0.007723809523809519;0.007723809523809519;1.0;50.0
31/07/1972;2.096449;2.11267;2.088339;2.096449;0.241716;1260780;0.0;0.0;0.015061428571428528;0.0034757142857142803;4.333333333333328;81.24999999999997;0.009847857142857139;0.005213571428571452;1.8888888888888797;65.38461538461527;0.007723809523809519;0.00733761904761905;1.0526315789473675;51.282051282051256
01/08/1972;2.096449;2.100504;2.076174;2.096449;0.241716;1427240;0.0;0.0;0.011006428571428513;0.0034757142857142803;3.1666666666666545;75.99999999999993;0.009847857142857139;0.004055000000000015;2.4285714285714186;70.83333333333324;0.007723809523809519;0.006565238095238092;1.176470588235294;54.05405405405405
02/08/1972;2.096449;2.124835;2.096449;2.124835;0.244989;2142402;0.028386000000000244;0.0;0.006951571428571438;0.0034757142857142803;2.000041101520762;66.66712334397397;0.011875428571428584;0.004055000000000015;2.9285890435088877;74.54556867809129;0.009075523809523816;0.006179047619047624;1.4687577065351418;59.493797331635164
03/08/1972;2.137;2.181605;2.137;2.16133;0.249197;4334125;0.036494999999999944;0.0;0.012165142857142859;0.002317142857142875;5.2500616522810954;84.00015782828272;0.014482214285714294;0.0037653571428571475;3.8461728160865003;79.36516013872686;0.010813380952380956;0.00559976190476191;1.9310429865215346;65.8824519258666
04/08/1972;2.16133;2.16944;2.16133;2.16944;0.250132;1189881;0.00810999999999984;0.0;0.013323714285714263;0.0011585714285714057;11.500123304562477;92.00007891414155;0.015061499999999997;0.0037653571428571475;4.0000189699326505;80.00007587944272;0.010040999999999998;0.00559976190476191;1.793111952038775;64.197639866527
07/08/1972;2.16944;2.181605;2.16944;2.173495;0.2506;1932786;0.004055000000000142;0.0;0.013902999999999999;0.0;;100.0;0.013902928571428561;0.0037653571428571475;3.6923266622403417;78.68861074726303;0.010234095238095244;0.0052135714285714415;1.9629720966342383;66.25010403790367
08/08/1972;2.173495;2.173495;2.157275;2.165385;0.249665;949439;0.0;0.00810999999999984;0.011006571428571452;0.0011585714285714057;9.500123304562477;90.4763023157501;0.01303399999999999;0.004344642857142851;3.0000164406083045;75.00010275337957;0.010234095238095244;0.004441190476190483;2.3043585482228037;69.73694030456126
09/08/1972;2.165385;2.16944;2.12078;2.132945;0.245925;2823655;0.0;0.032440000000000246;0.011006571428571452;0.005792857142857155;1.9000246609124538;65.51753461002075;0.01303399999999999;0.0046342857142857175;2.8125154130702796;73.77059784278526;0.010234095238095244;0.005406666666666686;1.8928659503258705;65.43220400906051
10/08/1972;2.132945;2.137;2.12078;2.137;0.246392;1205294;0.004055000000000142;0.0;0.011585857142857188;0.005792857142857155;2.0000246609124575;66.66694067455265;0.01129614285714285;0.0046342857142857175;2.4375154130702805;70.90922134639008;0.010427190476190487;0.004634285714285728;2.250010275380185;69.23086651216755
11/08/1972;2.141055;2.157275;2.141055;2.15322;0.248262;1285441;0.016220000000000123;0.0;0.00984785714285717;0.005792857142857155;1.700000000000001;62.962962962962976;0.008399714285714304;0.0046342857142857175;1.8125154130702863;64.44463929503061;0.011199571428571446;0.004634285714285728;2.4166769420468523;70.73179533910154
14/08/1972;2.16133;2.17755;2.16133;2.165385;0.249665;1889629;0.012164999999999981;0.0;0.0063721428571428896;0.005792857142857155;1.1000000000000032;52.38095238095245;0.009268642857142875;0.004055000000000015;2.2857319006517485;69.56538055336642;0.01177885714285716;0.004441190476190483;2.6521846351793275;72.61912800443895
15/08/1972;2.165385;2.16944;2.132945;2.149165;0.247795;1128229;0.0;0.016220000000000123;0.005213571428571484;0.00811000000000003;0.6428571428571472;39.13043478260886;0.009268642857142875;0.0046342857142857175;2.000015413070286;66.66683792212332;0.01177885714285716;0.0052135714285714415;2.259268392930536;69.3182677999445
16/08/1972;2.141055;2.141055;2.092394;2.092394;0.241249;1140559;0.0;0.056770999999999905;0.00463428571428575;0.016220142857142874;0.2857117693168125;22.22206999541048;0.009268642857142875;0.008110071428571437;1.1428558846584063;53.333305932544754;0.010813380952380956;0.007916952380952389;1.3658514579924925;57.731919448208515
17/08/1972;2.092394;2.12889;2.092394;2.12889;0.245457;2133154;0.036496000000000084;0.0;0.009848000000000048;0.015061571428571468;0.6538494370725892;39.5350037564448;0.01042728571428575;0.008110071428571437;1.2857205767079765;56.2501204132197;0.011972000000000009;0.007916952380952389;1.5121980560100081;60.194221247498
18/08/1972;2.12889;2.137;2.124835;2.12889;0.245457;974099;0.0;0.0;0.009848000000000048;0.010427285714285719;0.944445205573294;48.571448702502096;0.01042728571428575;0.008110071428571437;1.2857205767079765;56.2501204132197;0.011972000000000009;0.006565285714285718;1.8235306917335774;64.58334938849114
21/08/1972;2.12889;2.137;2.11267;2.137;0.246392;1008008;0.00810999999999984;0.0;0.010427285714285719;0.010427285714285719;1.0;50.0;0.011006571428571452;0.008110071428571437;1.3571485190371775;57.57585947921223;0.011006523809523806;0.006565285714285718;1.67647293484489;62.637395395221766
22/08/1972;2.15322;2.17755;2.15322;2.16944;0.250132;1704674;0.0324399999999998;0.0;0.01274442857142853;0.010427285714285719;1.222219177706836;54.99993834847896;0.01129614285714285;0.008110071428571437;1.3928536828106124;58.20889479437731;0.009847952380952379;0.006565285714285718;1.500003626578467;60.0000580251713
23/08/1972;2.173495;2.258651;2.173495;2.254596;0.259951;3171988;0.08515600000000001;0.0;0.023171714285714247;0.010427285714285719;2.222219177706836;68.9654879184329;0.01477192857142857;0.008110071428571437;1.8214301441769911;64.55698178231171;0.013902999999999999;0.006179095238095249;2.2500057798568096;69.23082395120976
24/08/1972;2.254596;2.254596;2.2181;2.222155;0.25621;2450661;0.0;0.03244099999999994;0.023171714285714247;0.012744571428571407;1.818163475765592;64.51589808045694;0.014192642857142865;0.010427285714285719;1.3611061637736162;57.646970079407225;0.013902999999999999;0.007337714285714281;1.8947317187134969;65.45448431247269
25/08/1972;2.222155;2.22621;2.19377;2.19377;0.252938;1587535;0.0;0.02838499999999966;0.023171714285714247;0.008689428571428515;2.6666557064413374;72.72719120469188;0.013902999999999999;0.012454785714285694;1.1162777360395046;52.74722296746154;0.013902999999999999;0.008303190476190462;1.674416604059257;62.60866768168468
28/08/1972;2.19377;2.214045;2.19377;2.19377;0.252938;585693;0.0;0.0;0.01795799999999995;0.008689428571428515;2.0666491303061267;67.3911178778977;0.013902999999999999;0.011875499999999992;1.170729653488275;53.93254068312742;0.012937523809523817;0.008303190476190462;1.558138868019755;60.90908071874551
