Date;Open;High;Low;Close;Adj Close;Volume;Gain;Loss;Gain_av_7days;Loss_av_7days;RS_7days;RSI_7days;Gain_av_14days;Loss_av_14days;RS_14days;RSI_14days;Gain_av_21days;Loss_av_21days;RS_21days;RSI_21days
12/12/1980;0.128348;0.128906;0.128348;0.128348;0.09945;469033600;;;;;;;;;;;;;;
15/12/1980;0.12221;0.12221;0.121652;0.121652;0.094261;175884800;0.0;0.006695999999999994;;;;;;;;;;;;
16/12/1980;0.113281;0.113281;0.112723;0.112723;0.087343;105728000;0.0;0.008928999999999992;;;;;;;;;;;;
17/12/1980;0.115513;0.116071;0.115513;0.115513;0.089504;86441600;0.002790000000000001;0.0;;;;;;;;;;;;
18/12/1980;0.118862;0.11942;0.118862;0.118862;0.092099;73449600;0.003348999999999991;0.0;;;;;;;;;;;;
19/12/1980;0.126116;0.126674;0.126116;0.126116;0.09772;48630400;0.0072540000000000104;0.0;;;;;;;;;;;;
22/12/1980;0.132254;0.132813;0.132254;0.132254;0.102476;37363200;0.0061380000000000046;0.0;;;;;;;;;;;;
23/12/1980;0.137835;0.138393;0.137835;0.137835;0.1068;46950400;0.005581000000000003;0.0;0.0035874285714285726;0.0022321428571428553;1.607168000000002;61.64420551341535;;;;;;;;
24/12/1980;0.145089;0.145647;0.145089;0.145089;0.112421;48003200;0.007253999999999983;0.0;0.004623714285714285;0.0012755714285714276;3.624818008735583;78.37752754570772;;;;;;;;
26/12/1980;0.158482;0.15904;0.158482;0.158482;0.122799;55574400;0.013393000000000016;0.0;0.006537000000000001;0.0;;100.0;;;;;;;;
29/12/1980;0.160714;0.161272;0.160714;0.160714;0.124528;93161600;0.002231999999999984;0.0;0.006457285714285713;0.0;;100.0;;;;;;;;
30/12/1980;0.157366;0.157366;0.156808;0.156808;0.121502;68880000;0.0;0.003905999999999993;0.0059788571428571425;0.0005579999999999989;10.714797747055831;91.46378775296125;;;;;;;;
31/12/1980;0.152902;0.152902;0.152344;0.152344;0.118043;35750400;0.0;0.004463999999999996;0.004942571428571427;0.0011957142857142841;4.133572281959383;80.52038726494136;;;;;;;;
02/01/1981;0.154018;0.155134;0.154018;0.154018;0.11934;21660800;0.001673999999999981;0.0;0.004304857142857138;0.0011957142857142841;3.600238948626046;78.26199875337628;;;;;;;;
05/01/1981;0.151228;0.151228;0.15067;0.15067;0.116746;35728000;0.0;0.00334799999999999;0.0035075714285714233;0.0016739999999999969;2.095323434033112;67.69319842298256;0.003547499999999998;0.001953071428571426;1.816369820429362;64.49329939746522;;;;
06/01/1981;0.144531;0.144531;0.143973;0.143973;0.111556;45158400;0.0;0.0066970000000000085;0.0024712857142857115;0.002630714285714284;0.9393972305185985;48.43758750069999;0.003547499999999998;0.0019531428571428555;1.816303393797543;64.49246192003532;;;;
07/01/1981;0.138393;0.138393;0.137835;0.137835;0.1068;55686400;0.0;0.006137999999999977;0.000557999999999995;0.0035075714285714233;0.15908442960126953;13.725007906110449;0.003547499999999998;0.0017537857142857116;2.022767075306482;66.91772885283896;;;;
