Date;Open;High;Low;Close;Adj Close;Volume;Gain;Loss;Gain_av_7days;Loss_av_7days;RS_7days;RSI_7days;Gain_av_14days;Loss_av_14days;RS_14days;RSI_14days;Gain_av_21days;Loss_av_21days;RS_21days;RSI_21days
22/01/1999;0.4375;0.488281;0.388021;0.410156;0.376288;271468800;;;;;;;;;;;;;;
25/01/1999;0.442708;0.458333;0.410156;0.453125;0.415709;51048000;0.04296899999999998;0.0;;;;;;;;;;;;
26/01/1999;0.458333;0.467448;0.411458;0.417969;0.383456;34320000;0.0;0.03515600000000002;;;;;;;;;;;;
27/01/1999;0.419271;0.429688;0.395833;0.416667;0.382261;24436800;0.0;0.0013019999999999698;;;;;;;;;;;;
28/01/1999;0.416667;0.419271;0.41276;0.415365;0.381067;22752000;0.0;0.0013020000000000254;;;;;;;;;;;;
29/01/1999;0.415365;0.416667;0.395833;0.395833;0.363147;24403200;0.0;0.019531999999999994;;;;;;;;;;;;
01/02/1999;0.395833;0.40625;0.395833;0.403646;0.370315;15470400;0.007813000000000014;0.0;;;;;;;;;;;;
02/02/1999;0.395833;0.40625;0.360677;0.372396;0.341646;26409600;0.0;0.03125;0.007254571428571428;0.012648857142857144;0.5735357231596303;36.44885303321753;;;;;;;;
03/02/1999;0.367188;0.385417;0.364583;0.380208;0.348813;7512000;0.007811999999999986;0.0;0.002232142857142857;0.012648857142857144;0.17646992387793362;14.999952000153598;;;;;;;;
04/02/1999;0.385417;0.411458;0.380208;0.401042;0.367926;18192000;0.02083400000000002;0.0;0.005208428571428574;0.007626571428571427;0.682931854793392;40.57988758417276;;;;;;;;
05/02/1999;0.407552;0.416667;0.397135;0.41276;0.378677;13684800;0.011718000000000006;0.0;0.006882428571428575;0.007440571428571431;0.92498656017203;48.05158536220465;;;;;;;;
08/02/1999;0.415365;0.416667;0.398438;0.398438;0.365537;15408000;0.0;0.014322000000000001;0.006882428571428575;0.009300571428571427;0.7400006144015734;42.528755925530334;;;;;;;;
09/02/1999;0.40625;0.408854;0.377604;0.382813;0.351202;8697600;0.0;0.015625;0.006882428571428575;0.008742428571428571;0.7872444727682734;44.04794558121675;;;;;;;;
10/02/1999;0.382813;0.393229;0.372396;0.378906;0.347618;14822400;0.0;0.003906999999999994;0.005766285714285716;0.009300571428571427;0.6199926271811259;38.27132400348923;;;;;;;;
11/02/1999;0.380208;0.427083;0.380208;0.411458;0.377482;13224000;0.03255199999999997;0.0;0.010416571428571426;0.004836285714285714;2.153837065044012;68.29259155193407;0.008835571428571427;0.00874257142857143;1.0106376025360304;50.26453306460132;;;;
12/02/1999;0.416667;0.4375;0.416667;0.434896;0.398985;10972800;0.023438000000000014;0.0;0.012648857142857144;0.004836285714285714;2.615407337389969;72.34059936599236;0.007440500000000001;0.00874257142857143;0.8510653942939312;45.97705715408077;;;;
16/02/1999;0.442708;0.460938;0.393229;0.4375;0.401374;21100800;0.002603999999999995;0.0;0.010044571428571427;0.004836285714285714;2.076918532522006;67.4999519996928;0.0076265000000000005;0.00623142857142857;1.2238766620816144;55.033477483235494;;;;
17/02/1999;0.427083;0.432292;0.40625;0.414063;0.379872;6772800;0.0;0.023436999999999986;0.008370571428571425;0.008184428571428568;1.022743537379344;50.56219527980325;0.0076265000000000005;0.0078125;0.9761920000000001;49.397629380141204;;;;
18/02/1999;0.427083;0.432292;0.408854;0.420573;0.385845;7070400;0.00650999999999996;0.0;0.00930057142857142;0.006138428571428568;1.5151388210104955;60.240763187845246;0.008091499999999998;0.007719499999999998;1.048189649588704;51.17639617987477;;;;
19/02/1999;0.416667;0.442708;0.411458;0.434896;0.398985;7536000;0.01432300000000003;0.0;0.011346714285714281;0.003906285714285711;2.904732299590405;74.3900497326053;0.009114571428571428;0.006324357142857141;1.4411854395138979;59.03629507969188;;;;
22/02/1999;0.442708;0.447917;0.414063;0.4375;0.401374;20524800;0.002603999999999995;0.0;0.01171871428571428;0.003348142857142855;3.500064001365363;77.77809382940798;0.008742499999999999;0.006324357142857141;1.3823539377237666;58.02470891644859;;;;
23/02/1999;0.447917;0.467448;0.421875;0.458333;0.420487;13809600;0.02083299999999999;0.0;0.010044571428571427;0.003348142857142855;3.00004266757691;75.00026666951115;0.010230571428571426;0.004092214285714284;2.5000087273742824;71.42864267226547;0.009238571428571426;0.006944428571428571;1.3303573265310318;57.088125987588384
24/02/1999;0.526042;0.546875;0.483073;0.494792;0.453935;61276800;0.03645900000000002;0.0;0.011904714285714284;0.003348142857142855;3.55561718649998;78.04907745621429;0.012276785714285714;0.004092214285714284;3.00003490949713;75.0002181824529;0.008928571428571428;0.006944428571428571;1.2857172244965132;56.25005625005625
25/02/1999;0.515625;0.53125;0.471354;0.479167;0.4396;14913600;0.0;0.015625;0.011532714285714285;0.005580285714285712;2.066688853617327;67.39154026596323;0.010788642857142856;0.005208285714285713;2.0714383674365027;67.44196430564796;0.008928571428571428;0.006014380952380951;1.484537061962598;59.75105321189796
