Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,117.50140157941728,3.0746718546604157,0.0,0.0
AAPL,81.61856144667509,0.4262199770266192,2.8101508853649224,0.0
AMZN,69.24013191279116,0.04837895498666147,4.7613094798913975,0.0
BAC,49.01419479536361,0.9701890828085038,23.06437750779026,0.0
F,102.30816608580699,0.0,102.30816608580699,0.0
GOOG,53.6245360704372,2.7991546649349544,30.03900919408453,0.0
IBM,52.70371939876427,1.5064198089663128,16.71253357915037,0.0
INTC,60.1273573198691,1.1561905223699702,13.676137275505443,0.0
NVDA,241.9584703924646,0.0,6.235733162213121,0.0
XOM,88.30048516845787,1.9073362475280027,7.172074550858267,0.0
,91.63970241700471,1.188856111328144,20.677949172066526,0.0
