Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,121.17184782059212,2.4350799931744787,0.0,0.0
AAPL,78.98672077950565,0.8513216358737898,2.8101508853649224,0.0
AMZN,74.93905416103874,1.4967660373637717,0.0,0.0
BAC,47.15964350239901,0.6871695013381686,20.93749003365928,0.0
F,79.73950669734268,1.3679031057134337,11.624203821656048,0.0
GOOG,53.218557585825195,0.970676659598222,30.03900919408453,0.0
IBM,58.62364526743225,1.3669519935363683,1.9353226599962212,0.0
INTC,56.31802092996564,1.57033796339076,6.1239960845598915,0.0
NVDA,245.74063620622604,0.08869100818463317,3.8618676061730874,0.0
XOM,72.84010293066393,1.7328877543752204,7.172074550858267,0.0
,88.87377358809913,1.2567785652548846,8.450411483635225,0.0
