Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,132.5105940720678,4.0579473888908995,0.0,0.0
AAPL,78.61474044963826,1.247594827517949,2.8101508853649224,0.0
AMZN,68.72424487845974,0.10280308801537207,2.97177431757564,0.0
BAC,47.15964350239901,0.6871695013381686,23.06437750779026,0.0
F,102.30816608580699,0.0,11.624203821656048,0.0
GOOG,55.48136333099656,1.0844595882063242,30.03900919408453,0.0
IBM,53.44365362452707,1.5671392139142855,2.841282724717386,0.0
INTC,57.250745802101825,1.2349864640493835,39.439814495951076,0.0
NVDA,241.9584703924646,0.0,82.2191788613414,0.0
XOM,72.22406865704815,1.472897106440938,7.172074550858267,0.0
,90.967569079551,1.145499717837332,20.218186635933954,0.0
