Stocks,Max,Min,Mean,STD
AAL,129.53338103007917,84.3306517874353,111.38727808518533,8.697982800316266
AAPL,79.27953952392602,59.715203185105935,70.44097788128707,6.453913241988771
AMZN,83.41349439090487,56.896091677128084,66.15230941144355,9.47994710744773
BAC,43.11988908046076,24.634282973473965,34.584459637367054,4.339802566924792
F,102.30816608580699,57.51318716284912,78.05721166967382,20.137962289773647
GOOG,57.291585922163776,41.6231338971127,50.0664112330368,5.691134668507975
IBM,57.072016348971886,17.666088337162154,44.172372439175994,6.726249900266356
INTC,56.05844323962994,40.62721672789162,50.14810349513402,4.312712184460513
NVDA,258.1305170593065,209.72804389450434,231.91886335653717,20.79258629024157
XOM,76.22829342933994,51.83684473593732,60.16745754286232,8.35023951973202
,94.24353261105898,,,
