Stocks,Max,Min,Mean,STD
AAL,18.556981451517398,0.0,9.278490725758699,0.0
AAPL,20.060840663911097,20.060840663911097,20.060840663911097,0.0
AMZN,41.339941600608874,41.339941600608874,41.339941600608874,0.0
BAC,2.807391592407167,2.4708218522129544,2.6391067223100606,0.0
F,49.51095337061695,49.51095337061695,49.51095337061695,0.0
GOOG,37.15994998093815,37.15994998093815,37.15994998093815,0.0
IBM,4.0681199211845245,4.0681199211845245,4.0681199211845245,0.0
INTC,27.988392890848754,0.0,11.420108159538053,0.0
NVDA,92.61178453685118,92.61178453685118,92.61178453685118,0.0
XOM,16.42958454755334,16.42958454755334,16.42958454755334,0.0
,31.053394055643746,,,
