Stocks,Max,Min,Mean,STD
AAL,113.93180104711789,73.18170735660922,96.24376028736745,13.183974289634888
AAPL,75.7805581351415,67.23379262258355,70.07014276265636,3.1674179580159842
AMZN,76.42383831344407,50.19048531031576,66.2165943897945,10.664605980959678
BAC,43.11988908046076,25.617528405800755,37.72093225638254,5.800796190736049
F,90.68396226415094,60.2283787309711,67.43777701753518,11.223562481736906
GOOG,53.6245360704372,44.51785508237076,48.09551583060225,4.014864959664844
IBM,57.01239866949817,31.660619406151387,45.18156270479671,8.246581213905946
INTC,57.250745802101825,41.511617283825146,50.43361100247571,5.5540402967687905
NVDA,264.3263546327174,101.66036951385479,220.36982206715606,22.817626831618036
XOM,69.5163756263912,14.028547997830966,58.828126104222996,7.337078172415894
,90.1670459641461,,,
