Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,107.28448969781766,5.4892038947619906,0.0,0.0
AAPL,74.82748038178157,0.3994973615111568,2.8101508853649224,0.0
AMZN,67.56203408103585,0.27824749946020144,0.3807390689561302,0.0
BAC,41.957866283016735,0.9220611469421748,23.06437750779026,0.0
F,76.25747810921092,1.0477742567597639,11.624203821656048,0.0
GOOG,53.218557585825195,0.970676659598222,0.0,0.0
IBM,50.32454060626479,1.3859208390120106,2.841282724717386,0.0
INTC,56.05844323962994,1.2691359724932403,6.1239960845598915,0.0
NVDA,239.68166221142164,0.0,3.423691574765312,0.0
XOM,69.5163756263912,0.5915986119016644,0.0,0.0
,83.66889278223955,1.2354116242440427,5.026844166780995,0.0
