Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,114.36065132923652,3.3571027353572367,0.0,0.0
AAPL,78.61474044963826,1.247594827517949,2.8101508853649224,0.0
AMZN,73.74061268271377,1.570494507713557,0.3807390689561302,0.0
BAC,47.15964350239901,0.6871695013381686,19.234005870763355,0.0
F,76.25747810921092,1.0477742567597639,11.624203821656048,0.0
GOOG,49.647414956449275,0.7598418306614243,1.4934984420328818,0.0
IBM,58.62364526743225,1.3669519935363683,2.841282724717386,0.0
INTC,64.63290740987858,1.0384729813124047,6.1239960845598915,0.0
NVDA,239.68166221142164,0.0,6.235733162213121,0.0
XOM,72.84010293066393,1.7328877543752204,7.172074550858267,0.0
,87.55588588490441,1.2808290388572092,5.791568461112201,0.0
