Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,132.5105940720678,4.0579473888908995,0.0,0.0
AAPL,76.80858116753772,0.4833087133601204,2.8101508853649224,0.0
AMZN,67.56203408103585,0.27824749946020144,5.2336120142211975,0.0
BAC,43.11988908046076,1.7210577234796935,23.06437750779026,0.0
F,76.25747810921092,1.0477742567597639,11.624203821656048,0.0
GOOG,56.216736901935306,1.2070551202459967,0.0,0.0
IBM,55.490722931675265,1.5385330892427627,4.306334081503292,0.0
INTC,64.63290740987858,1.0384729813124047,6.1239960845598915,0.0
NVDA,239.68166221142164,0.0,6.235733162213121,0.0
XOM,70.46152538032123,0.6503964375362181,7.172074550858267,0.0
,88.2742131345545,1.202279321028806,6.6570482108167,0.0
