Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,132.5105940720678,4.0579473888908995,0.0,0.0
AAPL,81.61856144667509,0.4262199770266192,2.8101508853649224,0.0
AMZN,70.41369385249844,0.037848253636157334,2.579347981710894,0.0
BAC,47.15964350239901,0.6871695013381686,23.06437750779026,0.0
F,102.30816608580699,0.0,11.624203821656048,0.0
GOOG,52.21181894949967,0.8525050612045212,30.03900919408453,0.0
IBM,58.62364526743225,1.3669519935363683,6.748096109851132,0.0
INTC,56.75178084505519,1.7152643869437978,6.1239960845598915,0.0
NVDA,241.9584703924646,0.0,6.235733162213121,0.0
XOM,74.45380776735007,1.684696698189945,7.172074550858267,0.0
,91.80101821812492,1.0828603260766478,9.639698929808908,0.0
