Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,121.17184782059212,2.4350799931744787,0.0,0.0
AAPL,83.65923997560239,0.7552523337360553,2.8101508853649224,0.0
AMZN,73.74061268271377,1.570494507713557,0.3807390689561302,0.0
BAC,50.397539320701696,0.8533289434469812,23.06437750779026,0.0
F,102.30816608580699,0.0,11.624203821656048,0.0
GOOG,54.783116261807706,1.5202077962849665,30.03900919408453,0.0
IBM,56.367029732786165,1.4370882140913641,1.9353226599962212,0.0
INTC,64.63290740987858,1.0384729813124047,6.1239960845598915,0.0
NVDA,255.42640615128803,0.0,4.7615403746516165,0.0
XOM,76.12905124734863,1.3594927924899554,7.172074550858267,0.0
,93.86159166885261,1.0969417562249764,8.79114141479179,0.0
