Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,132.5105940720678,4.0579473888908995,0.0,0.0
AAPL,78.61474044963826,1.247594827517949,2.8101508853649224,0.0
AMZN,67.56203408103585,0.27824749946020144,5.2336120142211975,0.0
BAC,47.15964350239901,0.6871695013381686,21.89570403419162,0.0
F,90.68396226415094,0.0,11.624203821656048,0.0
GOOG,51.515852143564715,0.27314974224727917,0.0,0.0
IBM,57.01239866949817,1.5875740330042558,17.781585801924415,0.0
INTC,56.05844323962994,1.2691359724932403,6.1239960845598915,0.0
NVDA,241.9584703924646,0.0,4.7615403746516165,0.0
XOM,88.30048516845787,1.9073362475280027,7.172074550858267,0.0
,91.13766239829071,1.1308155212479996,7.7402867567427975,0.0
