Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,121.54267856635192,2.5016879067341344,0.0,0.0
AAPL,83.40574226843367,0.8178081287436475,2.8101508853649224,0.0
AMZN,78.25882612019274,1.5090918088470078,0.3807390689561302,0.0
BAC,50.397539320701696,0.8533289434469812,20.93749003365928,0.0
F,102.30816608580699,0.0,11.624203821656048,0.0
GOOG,53.53681005805169,1.5323689696180958,30.03900919408453,0.0
IBM,57.01239866949817,1.5875740330042558,16.71253357915037,0.0
INTC,60.041141405032626,0.811858124823103,6.1239960845598915,0.0
NVDA,241.9584703924646,0.0,82.2191788613414,0.0
XOM,88.30048516845787,1.9073362475280027,7.172074550858267,0.0
,93.67622580549919,1.1521054162745228,17.801937607963087,0.0
