Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,109.47807155609638,2.4350799931744787,0.0,0.0
AAPL,86.00939877077838,0.7005500908489148,2.8101508853649224,0.0
AMZN,70.41369385249844,0.037848253636157334,2.407742246186093,0.0
BAC,47.15964350239901,0.6871695013381686,21.89570403419162,0.0
F,106.44897248163063,0.15743435135534722,11.624203821656048,0.0
GOOG,54.42991087737802,1.021408223133207,30.03900919408453,0.0
IBM,57.01239866949817,1.5875740330042558,17.781585801924415,0.0
INTC,56.05844323962994,1.2691359724932403,6.1239960845598915,0.0
NVDA,239.68166221142164,0.0,3.423691574765312,0.0
XOM,72.84010293066393,1.7328877543752204,7.172074550858267,0.0
,89.95322980919946,0.9629088173358991,10.32781581935911,0.0
