Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,122.04207373627526,4.3459280350840706,0.0,0.0
AAPL,68.75500586124174,0.675625457340185,2.8101508853649224,0.0
AMZN,73.74061268271377,1.570494507713557,0.0,0.0
BAC,47.15964350239901,0.6871695013381686,23.06437750779026,0.0
F,76.25747810921092,1.0477742567597639,11.624203821656048,0.0
GOOG,56.216736901935306,1.2070551202459967,0.0,0.0
IBM,57.01239866949817,1.5875740330042558,1.9353226599962212,0.0
INTC,56.05844323962994,1.2691359724932403,6.1239960845598915,0.0
NVDA,253.47252763635555,0.0,3.423691574765312,0.0
XOM,77.51439355517401,1.5341443556996852,7.172074550858267,0.0
,88.82293138944337,1.3924901239678924,5.615381708499093,0.0
