Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,132.5105940720678,4.0579473888908995,0.0,0.0
AAPL,78.61474044963826,1.247594827517949,2.8101508853649224,0.0
AMZN,68.72424487845974,0.10280308801537207,0.3807390689561302,0.0
BAC,49.01419479536361,0.9701890828085038,21.89570403419162,0.0
F,106.44897248163063,0.15743435135534722,11.624203821656048,0.0
GOOG,54.42991087737802,1.021408223133207,30.03900919408453,0.0
IBM,58.62364526743225,1.3669519935363683,6.078873860315765,0.0
INTC,60.63592493904764,1.199474495698512,6.1239960845598915,0.0
NVDA,241.9584703924646,0.0,6.235733162213121,0.0
XOM,75.28314367540992,1.829111865615862,7.172074550858267,0.0
,92.62438418288926,1.1952915316572021,9.23604846622003,0.0
