Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,132.5105940720678,4.0579473888908995,0.0,0.0
AAPL,88.12135096951677,0.7769747074703789,2.8101508853649224,0.0
AMZN,68.82158789733636,0.3642784866558634,4.7613094798913975,0.0
BAC,49.01419479536361,0.9701890828085038,23.06437750779026,0.0
F,102.30816608580699,0.0,11.624203821656048,0.0
GOOG,49.550483647830376,0.9221565138489259,30.03900919408453,0.0
IBM,57.01239866949817,1.5875740330042558,2.841282724717386,0.0
INTC,60.008149579963884,1.6536941374036729,6.1239960845598915,0.0
NVDA,245.74063620622604,0.08869100818463317,6.235733162213121,0.0
XOM,81.83270910717108,1.4949995753325453,7.172074550858267,0.0
,93.49202710307813,1.1916504933599679,9.467213741113584,0.0
