Stocks,MaxROI_ROI,maxROI_DD,minDD_ROI,minDD_DD
AAL,114.36065132923652,3.3571027353572367,0.0,0.0
AAPL,91.82081469524623,0.7047707130715046,2.8101508853649224,0.0
AMZN,77.37127597919701,1.6764660573973464,4.7613094798913975,0.0
BAC,51.62950417378344,0.6202920925882542,23.06437750779026,0.0
F,102.30816608580699,0.0,11.624203821656048,0.0
GOOG,55.48136333099656,1.0844595882063242,1.4934984420328818,0.0
IBM,58.62364526743225,1.3669519935363683,4.306334081503292,0.0
INTC,56.05997022772473,1.5684120518286622,6.1239960845598915,0.0
NVDA,241.9584703924646,0.0,6.235733162213121,0.0
XOM,88.30048516845787,1.9073362475280027,7.172074550858267,0.0
,93.79143466503461,1.22857914795137,6.759167801587009,0.0
